#Top: chaos_fifo   Floorplan: rtl_1   Part: xcvu9p-flga2104-2L-e
#Generated by: RISHIK NAIR   on: Sun Nov 30 18:39:38 2025
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: PRODUCTION 1.1 3/7/2017
#Package Pin Delay Version: PRODUCTION 1.0 2/19/2016

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 33 unassigned signals in this design. The last 33 rows of this file list these signals.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
47,F32,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,G29,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,J33,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,K30,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,N31,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,P28,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,0.00-1.80,
47,T28,,VREF_47,,,,,,,,,,,,,,,,,,,,,,
48,M26,IOB_X0Y480,IO_T0U_N12_VRP_48,102.414,103.443,,,,,,,,,,,,,,,,,,,,
48,J25,IOB_X0Y493,IO_T1U_N12_48,131.452,132.773,,,,,,,,,,,,,,,,,,,,
48,H25,IOB_X0Y506,IO_T2U_N12_48,129.922,131.228,,,,,,,,,,,,,,,,,,,,
48,A25,IOB_X0Y519,IO_T3U_N12_48,166.782,168.458,,,,,,,,,,,,,,,,,,,,
48,R26,IOB_X0Y469,IO_L1N_T0L_N1_DBC_48,102.467,103.497,,,,,,,,,,,,,,,,,,,,
48,T26,IOB_X0Y468,IO_L1P_T0L_N0_DBC_48,102.632,103.664,,,,,,,,,,,,,,,,,,,,
48,R24,IOB_X0Y471,IO_L2N_T0L_N3_48,90.726,91.638,,,,,,,,,,,,,,,,,,,,
48,T24,IOB_X0Y470,IO_L2P_T0L_N2_48,87.465,88.344,,,,,,,,,,,,,,,,,,,,
48,P27,IOB_X0Y473,IO_L3N_T0L_N5_AD15N_48,110.421,111.531,,,,,,,,,,,,,,,,,,,,
48,R27,IOB_X0Y472,IO_L3P_T0L_N4_AD15P_48,109.468,110.568,,,,,,,,,,,,,,,,,,,,
48,N25,IOB_X0Y475,IO_L4N_T0U_N7_DBC_AD7N_48,105.427,106.486,,,,,,,,,,,,,,,,,,,,
48,P25,IOB_X0Y474,IO_L4P_T0U_N6_DBC_AD7P_48,104.705,105.757,,,,,,,,,,,,,,,,,,,,
48,N27,IOB_X0Y477,IO_L5N_T0U_N9_AD14N_48,114.896,116.051,,,,,,,,,,,,,,,,,,,,
48,P26,IOB_X0Y476,IO_L5P_T0U_N8_AD14P_48,107.813,108.897,,,,,,,,,,,,,,,,,,,,
48,N24,IOB_X0Y479,IO_L6N_T0U_N11_AD6N_48,110.505,111.616,,,,,,,,,,,,,,,,,,,,
48,P24,IOB_X0Y478,IO_L6P_T0U_N10_AD6P_48,112.714,113.847,,,,,,,,,,,,,,,,,,,,
48,M28,IOB_X0Y482,IO_L7N_T1L_N1_QBC_AD13N_48,120.369,121.578,,,,,,,,,,,,,,,,,,,,
48,M27,IOB_X0Y481,IO_L7P_T1L_N0_QBC_AD13P_48,120.055,121.261,,,,,,,,,,,,,,,,,,,,
48,L26,IOB_X0Y484,IO_L8N_T1L_N3_AD5N_48,113.348,114.487,,,,,,,,,,,,,,,,,,,,
48,M25,IOB_X0Y483,IO_L8P_T1L_N2_AD5P_48,112.666,113.798,,,,,,,,,,,,,,,,,,,,
48,K28,IOB_X0Y486,IO_L9N_T1L_N5_AD12N_48,133.665,135.008,,,,,,,,,,,,,,,,,,,,
48,L28,IOB_X0Y485,IO_L9P_T1L_N4_AD12P_48,135.021,136.378,,,,,,,,,,,,,,,,,,,,
48,L25,IOB_X0Y488,IO_L10N_T1U_N7_QBC_AD4N_48,121.150,122.367,,,,,,,,,,,,,,,,,,,,
48,L24,IOB_X0Y487,IO_L10P_T1U_N6_QBC_AD4P_48,121.425,122.645,,,,,,,,,,,,,,,,,,,,
48,J26,IOB_X0Y490,IO_L11N_T1U_N9_GC_48,120.978,122.193,,,,,,,,,,,,,,,,,,,,
48,K26,IOB_X0Y489,IO_L11P_T1U_N8_GC_48,120.724,121.937,,,,,,,,,,,,,,,,,,,,
48,J27,IOB_X0Y492,IO_L12N_T1U_N11_GC_48,122.245,123.474,,,,,,,,,,,,,,,,,,,,
48,K27,IOB_X0Y491,IO_L12P_T1U_N10_GC_48,122.770,124.004,,,,,,,,,,,,,,,,,,,,
48,F26,IOB_X0Y495,IO_L13N_T2L_N1_GC_QBC_48,144.898,146.355,,,,,,,,,,,,,,,,,,,,
48,G26,IOB_X0Y494,IO_L13P_T2L_N0_GC_QBC_48,143.737,145.181,,,,,,,,,,,,,,,,,,,,
48,G27,IOB_X0Y497,IO_L14N_T2L_N3_GC_48,131.015,132.332,,,,,,,,,,,,,,,,,,,,
48,H27,IOB_X0Y496,IO_L14P_T2L_N2_GC_48,131.491,132.812,,,,,,,,,,,,,,,,,,,,
48,E28,IOB_X0Y499,IO_L15N_T2L_N5_AD11N_48,150.658,152.173,,,,,,,,,,,,,,,,,,,,
48,F28,IOB_X0Y498,IO_L15P_T2L_N4_AD11P_48,147.812,149.298,,,,,,,,,,,,,,,,,,,,
48,G28,IOB_X0Y501,IO_L16N_T2U_N7_QBC_AD3N_48,128.662,129.955,,,,,,,,,,,,,,,,,,,,
48,H28,IOB_X0Y500,IO_L16P_T2U_N6_QBC_AD3P_48,127.539,128.821,,,,,,,,,,,,,,,,,,,,
48,E27,IOB_X0Y503,IO_L17N_T2U_N9_AD10N_48,145.043,146.501,,,,,,,,,,,,,,,,,,,,
48,E26,IOB_X0Y502,IO_L17P_T2U_N8_AD10P_48,143.056,144.493,,,,,,,,,,,,,,,,,,,,
48,F25,IOB_X0Y505,IO_L18N_T2U_N11_AD2N_48,137.327,138.707,,,,,,,,,,,,,,,,,,,,
48,G25,IOB_X0Y504,IO_L18P_T2U_N10_AD2P_48,134.279,135.628,,,,,,,,,,,,,,,,,,,,
48,C28,IOB_X0Y508,IO_L19N_T3L_N1_DBC_AD9N_48,156.535,158.109,,,,,,,,,,,,,,,,,,,,
48,D27,IOB_X0Y507,IO_L19P_T3L_N0_DBC_AD9P_48,157.290,158.871,,,,,,,,,,,,,,,,,,,,
48,A28,IOB_X0Y510,IO_L20N_T3L_N3_AD1N_48,162.790,164.426,,,,,,,,,,,,,,,,,,,,
48,B28,IOB_X0Y509,IO_L20P_T3L_N2_AD1P_48,155.691,157.256,,,,,,,,,,,,,,,,,,,,
48,B27,IOB_X0Y512,IO_L21N_T3L_N5_AD8N_48,159.736,161.341,,,,,,,,,,,,,,,,,,,,
48,C27,IOB_X0Y511,IO_L21P_T3L_N4_AD8P_48,160.193,161.803,,,,,,,,,,,,,,,,,,,,
48,A26,IOB_X0Y514,IO_L22N_T3U_N7_DBC_AD0N_48,161.935,163.562,,,,,,,,,,,,,,,,,,,,
48,B26,IOB_X0Y513,IO_L22P_T3U_N6_DBC_AD0P_48,161.034,162.652,,,,,,,,,,,,,,,,,,,,
48,D26,IOB_X0Y516,IO_L23N_T3U_N9_48,144.033,145.481,,,,,,,,,,,,,,,,,,,,
48,D25,IOB_X0Y515,IO_L23P_T3U_N8_48,143.660,145.104,,,,,,,,,,,,,,,,,,,,
48,B25,IOB_X0Y518,IO_L24N_T3U_N11_48,159.094,160.692,,,,,,,,,,,,,,,,,,,,
48,C25,IOB_X0Y517,IO_L24P_T3U_N10_48,153.243,154.783,,,,,,,,,,,,,,,,,,,,
48,A27,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,D28,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,E25,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,H26,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,L27,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,M24,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,R25,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,0.00-1.80,
48,T25,,VREF_48,,,,,,,,,,,,,,,,,,,,,,
64,BC24,IOB_X1Y272,IO_T0U_N12_VRP_64,153.304,154.845,,,,,,,,,,,,,,,,,,,,
64,BA21,IOB_X1Y285,IO_T1U_N12_64,129.891,131.197,,,,,,,,,,,,,,,,,,,,
64,AT21,IOB_X1Y298,IO_T2U_N12_64,114.730,115.883,,,,,,,,,,,,,,,,,,,,
64,AL25,IOB_X1Y311,IO_T3U_N12_64,86.642,87.513,,,,,,,,,,,,,,,,,,,,
64,BF24,IOB_X1Y261,IO_L1N_T0L_N1_DBC_64,172.412,174.145,,,,,,,,,,,,,,,,,,,,
64,BE24,IOB_X1Y260,IO_L1P_T0L_N0_DBC_64,171.390,173.112,,,,,,,,,,,,,,,,,,,,
64,BD22,IOB_X1Y263,IO_L2N_T0L_N3_64,146.670,148.144,,,,,,,,,,,,,,,,,,,,
64,BC23,IOB_X1Y262,IO_L2P_T0L_N2_64,147.404,148.885,,,,,,,,,,,,,,,,,,,,
64,BE23,IOB_X1Y265,IO_L3N_T0L_N5_AD15N_64,163.305,164.946,,,,,,,,,,,,,,,,,,,,
64,BD23,IOB_X1Y264,IO_L3P_T0L_N4_AD15P_64,155.447,157.009,,,,,,,,,,,,,,,,,,,,
64,BF22,IOB_X1Y267,IO_L4N_T0U_N7_DBC_AD7N_64,161.024,162.642,,,,,,,,,,,,,,,,,,,,
64,BE22,IOB_X1Y266,IO_L4P_T0U_N6_DBC_AD7P_64,160.732,162.347,,,,,,,,,,,,,,,,,,,,
64,BB23,IOB_X1Y269,IO_L5N_T0U_N9_AD14N_64,147.285,148.765,,,,,,,,,,,,,,,,,,,,
64,BB24,IOB_X1Y268,IO_L5P_T0U_N8_AD14P_64,150.023,151.531,,,,,,,,,,,,,,,,,,,,
64,BD21,IOB_X1Y271,IO_L6N_T0U_N11_AD6N_64,147.265,148.745,,,,,,,,,,,,,,,,,,,,
64,BC21,IOB_X1Y270,IO_L6P_T0U_N10_AD6P_64,146.570,148.043,,,,,,,,,,,,,,,,,,,,
64,BA24,IOB_X1Y274,IO_L7N_T1L_N1_QBC_AD13N_64,153.271,154.812,,,,,,,,,,,,,,,,,,,,
64,BA25,IOB_X1Y273,IO_L7P_T1L_N0_QBC_AD13P_64,153.974,155.521,,,,,,,,,,,,,,,,,,,,
64,BB21,IOB_X1Y276,IO_L8N_T1L_N3_AD5N_64,135.655,137.019,,,,,,,,,,,,,,,,,,,,
64,BB22,IOB_X1Y275,IO_L8P_T1L_N2_AD5P_64,135.096,136.454,,,,,,,,,,,,,,,,,,,,
64,AY25,IOB_X1Y278,IO_L9N_T1L_N5_AD12N_64,147.546,149.029,,,,,,,,,,,,,,,,,,,,
64,AW25,IOB_X1Y277,IO_L9P_T1L_N4_AD12P_64,143.171,144.610,,,,,,,,,,,,,,,,,,,,
64,BA22,IOB_X1Y280,IO_L10N_T1U_N7_QBC_AD4N_64,134.525,135.877,,,,,,,,,,,,,,,,,,,,
64,AY22,IOB_X1Y279,IO_L10P_T1U_N6_QBC_AD4P_64,133.637,134.980,,,,,,,,,,,,,,,,,,,,
64,AY23,IOB_X1Y282,IO_L11N_T1U_N9_GC_64,144.905,146.361,,,,,,,,,,,,,,,,,,,,
64,AY24,IOB_X1Y281,IO_L11P_T1U_N8_GC_64,144.818,146.273,,,,,,,,,,,,,,,,,,,,
64,AW22,IOB_X1Y284,IO_L12N_T1U_N11_GC_64,129.886,131.192,,,,,,,,,,,,,,,,,,,,
64,AW23,IOB_X1Y283,IO_L12P_T1U_N10_GC_64,130.037,131.344,,,,,,,,,,,,,,,,,,,,
64,AU22,IOB_X1Y287,IO_L13N_T2L_N1_GC_QBC_64,117.091,118.268,,,,,,,,,,,,,,,,,,,,
64,AT22,IOB_X1Y286,IO_L13P_T2L_N0_GC_QBC_64,117.026,118.202,,,,,,,,,,,,,,,,,,,,
64,AV23,IOB_X1Y289,IO_L14N_T2L_N3_GC_64,119.495,120.696,,,,,,,,,,,,,,,,,,,,
64,AU23,IOB_X1Y288,IO_L14P_T2L_N2_GC_64,120.336,121.546,,,,,,,,,,,,,,,,,,,,
64,AV21,IOB_X1Y291,IO_L15N_T2L_N5_AD11N_64,119.090,120.287,,,,,,,,,,,,,,,,,,,,
64,AU21,IOB_X1Y290,IO_L15P_T2L_N4_AD11P_64,119.373,120.573,,,,,,,,,,,,,,,,,,,,
64,AV24,IOB_X1Y293,IO_L16N_T2U_N7_QBC_AD3N_64,122.418,123.648,,,,,,,,,,,,,,,,,,,,
64,AU24,IOB_X1Y292,IO_L16P_T2U_N6_QBC_AD3P_64,121.516,122.737,,,,,,,,,,,,,,,,,,,,
64,AR22,IOB_X1Y295,IO_L17N_T2U_N9_AD10N_64,100.702,101.714,,,,,,,,,,,,,,,,,,,,
64,AR23,IOB_X1Y294,IO_L17P_T2U_N8_AD10P_64,108.728,109.821,,,,,,,,,,,,,,,,,,,,
64,AT24,IOB_X1Y297,IO_L18N_T2U_N11_AD2N_64,111.992,113.118,,,,,,,,,,,,,,,,,,,,
64,AR24,IOB_X1Y296,IO_L18P_T2U_N10_AD2P_64,111.435,112.555,,,,,,,,,,,,,,,,,,,,
64,AP22,IOB_X1Y300,IO_L19N_T3L_N1_DBC_AD9N_64,101.968,102.992,,,,,,,,,,,,,,,,,,,,
64,AP23,IOB_X1Y299,IO_L19P_T3L_N0_DBC_AD9P_64,102.321,103.349,,,,,,,,,,,,,,,,,,,,
64,AN23,IOB_X1Y302,IO_L20N_T3L_N3_AD1N_64,90.203,91.109,,,,,,,,,,,,,,,,,,,,
64,AN24,IOB_X1Y301,IO_L20P_T3L_N2_AD1P_64,95.735,96.697,,,,,,,,,,,,,,,,,,,,
64,AP21,IOB_X1Y304,IO_L21N_T3L_N5_AD8N_64,102.188,103.215,,,,,,,,,,,,,,,,,,,,
64,AN21,IOB_X1Y303,IO_L21P_T3L_N4_AD8P_64,96.526,97.496,,,,,,,,,,,,,,,,,,,,
64,AM22,IOB_X1Y306,IO_L22N_T3U_N7_DBC_AD0N_64,89.991,90.896,,,,,,,,,,,,,,,,,,,,
64,AM23,IOB_X1Y305,IO_L22P_T3U_N6_DBC_AD0P_64,89.490,90.389,,,,,,,,,,,,,,,,,,,,
64,AM21,IOB_X1Y308,IO_L23N_T3U_N9_64,89.978,90.882,,,,,,,,,,,,,,,,,,,,
64,AL21,IOB_X1Y307,IO_L23P_T3U_N8_64,86.660,87.531,,,,,,,,,,,,,,,,,,,,
64,AM24,IOB_X1Y310,IO_L24N_T3U_N11_64,91.226,92.143,,,,,,,,,,,,,,,,,,,,
64,AL24,IOB_X1Y309,IO_L24P_T3U_N10_64,92.033,92.958,,,,,,,,,,,,,,,,,,,,
64,AL22,,VREF_64,,,,,,,,,,,,,,,,,,,,,,
64,AL23,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,AP24,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,AR21,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,AV22,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,BA23,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,BB20,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,BD24,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
64,BE21,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,0.00-1.80,
65,BF21,IOB_X1Y324,IO_T0U_N12_VRP_A28_65,201.939,203.968,,,,,,,,,,,,,,,,,,,,
65,AY17,IOB_X1Y337,IO_T1U_N12_SMBALERT_65,156.263,157.833,,,,,,,,,,,,,,,,,,,,
65,AW17,IOB_X1Y350,IO_T2U_N12_CSI_ADV_B_65,146.394,147.865,,,,,,,,,,,,,,,,,,,,
65,AM17,IOB_X1Y363,IO_T3U_N12_PERSTN0_65,117.079,118.256,,,,,,,,,,,,,,,,,,,,
65,BF20,IOB_X1Y313,IO_L1N_T0L_N1_DBC_RS1_65,203.361,205.404,,,,,,,,,,,,,,,,,,,,
65,BE20,IOB_X1Y312,IO_L1P_T0L_N0_DBC_RS0_65,204.485,206.540,,,,,,,,,,,,,,,,,,,,
65,BF16,IOB_X1Y315,IO_L2N_T0L_N3_FWE_FCS2_B_65,220.868,223.087,,,,,,,,,,,,,,,,,,,,
65,BF17,IOB_X1Y314,IO_L2P_T0L_N2_FOE_B_65,215.642,217.809,,,,,,,,,,,,,,,,,,,,
65,BF19,IOB_X1Y317,IO_L3N_T0L_N5_AD15N_A27_65,208.578,210.675,,,,,,,,,,,,,,,,,,,,
65,BE19,IOB_X1Y316,IO_L3P_T0L_N4_AD15P_A26_65,207.185,209.267,,,,,,,,,,,,,,,,,,,,
65,BE17,IOB_X1Y319,IO_L4N_T0U_N7_DBC_AD7N_A25_65,216.048,218.219,,,,,,,,,,,,,,,,,,,,
65,BE18,IOB_X1Y318,IO_L4P_T0U_N6_DBC_AD7P_A24_65,216.547,218.723,,,,,,,,,,,,,,,,,,,,
65,BD20,IOB_X1Y321,IO_L5N_T0U_N9_AD14N_A23_65,209.566,211.672,,,,,,,,,,,,,,,,,,,,
65,BC20,IOB_X1Y320,IO_L5P_T0U_N8_AD14P_A22_65,211.183,213.306,,,,,,,,,,,,,,,,,,,,
65,BD17,IOB_X1Y323,IO_L6N_T0U_N11_AD6N_A21_65,228.773,231.072,,,,,,,,,,,,,,,,,,,,
65,BD18,IOB_X1Y322,IO_L6P_T0U_N10_AD6P_A20_65,220.423,222.639,,,,,,,,,,,,,,,,,,,,
65,BA20,IOB_X1Y326,IO_L7N_T1L_N1_QBC_AD13N_A19_65,145.980,147.447,,,,,,,,,,,,,,,,,,,,
65,AY20,IOB_X1Y325,IO_L7P_T1L_N0_QBC_AD13P_A18_65,144.767,146.222,,,,,,,,,,,,,,,,,,,,
65,BC18,IOB_X1Y328,IO_L8N_T1L_N3_AD5N_A17_65,167.668,169.353,,,,,,,,,,,,,,,,,,,,
65,BB18,IOB_X1Y327,IO_L8P_T1L_N2_AD5P_A16_65,158.827,160.423,,,,,,,,,,,,,,,,,,,,
65,BC19,IOB_X1Y330,IO_L9N_T1L_N5_AD12N_A15_D31_65,161.625,163.249,,,,,,,,,,,,,,,,,,,,
65,BB19,IOB_X1Y329,IO_L9P_T1L_N4_AD12P_A14_D30_65,153.348,154.889,,,,,,,,,,,,,,,,,,,,
65,BB17,IOB_X1Y332,IO_L10N_T1U_N7_QBC_AD4N_A13_D29_65,164.470,166.123,,,,,,,,,,,,,,,,,,,,
65,BA17,IOB_X1Y331,IO_L10P_T1U_N6_QBC_AD4P_A12_D28_65,164.833,166.490,,,,,,,,,,,,,,,,,,,,
65,BA19,IOB_X1Y334,IO_L11N_T1U_N9_GC_A11_D27_65,148.501,149.994,,,,,,,,,,,,,,,,,,,,
65,AY19,IOB_X1Y333,IO_L11P_T1U_N8_GC_A10_D26_65,149.235,150.735,,,,,,,,,,,,,,,,,,,,
65,AY18,IOB_X1Y336,IO_L12N_T1U_N11_GC_A09_D25_65,149.811,151.316,,,,,,,,,,,,,,,,,,,,
65,AW18,IOB_X1Y335,IO_L12P_T1U_N10_GC_A08_D24_65,149.098,150.597,,,,,,,,,,,,,,,,,,,,
65,AV18,IOB_X1Y339,IO_L13N_T2L_N1_GC_QBC_A07_D23_65,130.275,131.584,,,,,,,,,,,,,,,,,,,,
65,AV19,IOB_X1Y338,IO_L13P_T2L_N0_GC_QBC_A06_D22_65,129.097,130.394,,,,,,,,,,,,,,,,,,,,
65,AU18,IOB_X1Y341,IO_L14N_T2L_N3_GC_A05_D21_65,130.867,132.182,,,,,,,,,,,,,,,,,,,,
65,AU19,IOB_X1Y340,IO_L14P_T2L_N2_GC_A04_D20_65,130.274,131.584,,,,,,,,,,,,,,,,,,,,
65,AW20,IOB_X1Y343,IO_L15N_T2L_N5_AD11N_A03_D19_65,146.508,147.980,,,,,,,,,,,,,,,,,,,,
65,AV20,IOB_X1Y342,IO_L15P_T2L_N4_AD11P_A02_D18_65,140.418,141.830,,,,,,,,,,,,,,,,,,,,
65,AR19,IOB_X1Y345,IO_L16N_T2U_N7_QBC_AD3N_A01_D17_65,120.841,122.055,,,,,,,,,,,,,,,,,,,,
65,AR20,IOB_X1Y344,IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65,120.875,122.090,,,,,,,,,,,,,,,,,,,,
65,AU17,IOB_X1Y347,IO_L17N_T2U_N9_AD10N_D15_65,132.371,133.701,,,,,,,,,,,,,,,,,,,,
65,AT17,IOB_X1Y346,IO_L17P_T2U_N8_AD10P_D14_65,124.957,126.213,,,,,,,,,,,,,,,,,,,,
65,AT19,IOB_X1Y349,IO_L18N_T2U_N11_AD2N_D13_65,129.186,130.485,,,,,,,,,,,,,,,,,,,,
65,AT20,IOB_X1Y348,IO_L18P_T2U_N10_AD2P_D12_65,132.877,134.213,,,,,,,,,,,,,,,,,,,,
65,AR17,IOB_X1Y352,IO_L19N_T3L_N1_DBC_AD9N_D11_65,121.790,123.014,,,,,,,,,,,,,,,,,,,,
65,AR18,IOB_X1Y351,IO_L19P_T3L_N0_DBC_AD9P_D10_65,121.394,122.614,,,,,,,,,,,,,,,,,,,,
65,AN18,IOB_X1Y354,IO_L20N_T3L_N3_AD1N_D09_65,118.125,119.312,,,,,,,,,,,,,,,,,,,,
65,AN19,IOB_X1Y353,IO_L20P_T3L_N2_AD1P_D08_65,115.339,116.499,,,,,,,,,,,,,,,,,,,,
65,AP20,IOB_X1Y356,IO_L21N_T3L_N5_AD8N_D07_65,119.946,121.152,,,,,,,,,,,,,,,,,,,,
65,AN20,IOB_X1Y355,IO_L21P_T3L_N4_AD8P_D06_65,116.971,118.147,,,,,,,,,,,,,,,,,,,,
65,AM18,IOB_X1Y358,IO_L22N_T3U_N7_DBC_AD0N_D05_65,114.916,116.071,,,,,,,,,,,,,,,,,,,,
65,AM19,IOB_X1Y357,IO_L22P_T3U_N6_DBC_AD0P_D04_65,115.578,116.740,,,,,,,,,,,,,,,,,,,,
65,AP17,IOB_X1Y360,IO_L23N_T3U_N9_PERSTN1_I2C_SDA_65,116.603,117.775,,,,,,,,,,,,,,,,,,,,
65,AP18,IOB_X1Y359,IO_L23P_T3U_N8_I2C_SCLK_65,117.874,119.058,,,,,,,,,,,,,,,,,,,,
65,AL19,IOB_X1Y362,IO_L24N_T3U_N11_DOUT_CSO_B_65,115.166,116.324,,,,,,,,,,,,,,,,,,,,
65,AL20,IOB_X1Y361,IO_L24P_T3U_N10_EMCCLK_65,118.253,119.442,,,,,,,,,,,,,,,,,,,,
65,AL17,,VREF_65,,,,,,,,,,,,,,,,,,,,,,
65,AM20,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AN17,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AT18,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AW19,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,BC17,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,BF18,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
66,BD16,IOB_X1Y376,IO_T0U_N12_VRP_66,209.367,211.471,,,,,,,,,,,,,,,,,,,,
66,BF7,IOB_X1Y389,IO_T1U_N12_66,258.712,261.312,,,,,,,,,,,,,,,,,,,,
66,BA10,IOB_X1Y402,IO_T2U_N12_66,224.531,226.788,,,,,,,,,,,,,,,,,,,,
66,BB11,IOB_X1Y415,IO_T3U_N12_66,223.780,226.029,,,,,,,,,,,,,,,,,,,,
66,BE12,IOB_X1Y365,IO_L1N_T0L_N1_DBC_66,223.859,226.109,,,,,,,,,,,,,,,,,,,,
66,BD12,IOB_X1Y364,IO_L1P_T0L_N0_DBC_66,223.560,225.807,,,,,,,,,,,,,,,,,,,,
66,BF11,IOB_X1Y367,IO_L2N_T0L_N3_66,236.897,239.278,,,,,,,,,,,,,,,,,,,,
66,BF12,IOB_X1Y366,IO_L2P_T0L_N2_66,234.754,237.113,,,,,,,,,,,,,,,,,,,,
66,BD11,IOB_X1Y369,IO_L3N_T0L_N5_AD15N_66,222.804,225.044,,,,,,,,,,,,,,,,,,,,
66,BC11,IOB_X1Y368,IO_L3P_T0L_N4_AD15P_66,224.884,227.144,,,,,,,,,,,,,,,,,,,,
66,BE13,IOB_X1Y371,IO_L4N_T0U_N7_DBC_AD7N_66,218.207,220.400,,,,,,,,,,,,,,,,,,,,
66,BD13,IOB_X1Y370,IO_L4P_T0U_N6_DBC_AD7P_66,218.719,220.917,,,,,,,,,,,,,,,,,,,,
66,BF14,IOB_X1Y373,IO_L5N_T0U_N9_AD14N_66,212.798,214.937,,,,,,,,,,,,,,,,,,,,
66,BE14,IOB_X1Y372,IO_L5P_T0U_N8_AD14P_66,213.513,215.659,,,,,,,,,,,,,,,,,,,,
66,BF15,IOB_X1Y375,IO_L6N_T0U_N11_AD6N_66,215.671,217.839,,,,,,,,,,,,,,,,,,,,
66,BE15,IOB_X1Y374,IO_L6P_T0U_N10_AD6P_66,213.982,216.132,,,,,,,,,,,,,,,,,,,,
66,BD7,IOB_X1Y378,IO_L7N_T1L_N1_QBC_AD13N_66,250.720,253.240,,,,,,,,,,,,,,,,,,,,
66,BD8,IOB_X1Y377,IO_L7P_T1L_N0_QBC_AD13P_66,249.480,251.987,,,,,,,,,,,,,,,,,,,,
66,BE7,IOB_X1Y380,IO_L8N_T1L_N3_AD5N_66,260.346,262.962,,,,,,,,,,,,,,,,,,,,
66,BE8,IOB_X1Y379,IO_L8P_T1L_N2_AD5P_66,251.403,253.929,,,,,,,,,,,,,,,,,,,,
66,BE9,IOB_X1Y382,IO_L9N_T1L_N5_AD12N_66,242.239,244.673,,,,,,,,,,,,,,,,,,,,
66,BE10,IOB_X1Y381,IO_L9P_T1L_N4_AD12P_66,238.892,241.293,,,,,,,,,,,,,,,,,,,,
66,BF9,IOB_X1Y384,IO_L10N_T1U_N7_QBC_AD4N_66,249.270,251.775,,,,,,,,,,,,,,,,,,,,
66,BF10,IOB_X1Y383,IO_L10P_T1U_N6_QBC_AD4P_66,248.068,250.561,,,,,,,,,,,,,,,,,,,,
66,BD10,IOB_X1Y386,IO_L11N_T1U_N9_GC_66,236.173,238.547,,,,,,,,,,,,,,,,,,,,
66,BC10,IOB_X1Y385,IO_L11P_T1U_N8_GC_66,236.180,238.553,,,,,,,,,,,,,,,,,,,,
66,BC8,IOB_X1Y388,IO_L12N_T1U_N11_GC_66,242.195,244.629,,,,,,,,,,,,,,,,,,,,
